,key,accession,name,source_database,length,source_organism_taxID,source_organism_scientificName,source_organism_fullName
821,821,A0A081BCG9,NMO domain-containing protein,unreviewed,325,1333998,Tepidicaulis marinus,Tepidicaulis marinus
822,822,A0A081BDE9,Probable 2-nitropropane dioxygenase,unreviewed,320,1333998,Tepidicaulis marinus,Tepidicaulis marinus
823,823,A0A081BE11,NMO domain-containing protein,unreviewed,377,1333998,Tepidicaulis marinus,Tepidicaulis marinus
824,824,A0A081BLQ9,NMO domain-containing protein,unreviewed,376,1499966,Candidatus Moduliflexus flocculans,Candidatus Moduliflexus flocculans
825,825,A0A081BMS6,NMO domain-containing protein,unreviewed,529,1499966,Candidatus Moduliflexus flocculans,Candidatus Moduliflexus flocculans
826,826,A0A081BVD8,NMO domain-containing protein,unreviewed,368,1499967,Candidatus Vecturithrix granuli,Candidatus Vecturithrix granuli
827,827,A0A081C719,NMO domain-containing protein,unreviewed,550,1499967,Candidatus Vecturithrix granuli,Candidatus Vecturithrix granuli
828,828,A0A081CG37,NMO domain-containing protein,unreviewed,357,84753,Pseudozyma antarctica,Pseudozyma antarctica (Yeast)
829,829,A0A081CUJ5,NMO domain-containing protein,unreviewed,318,1368415,Agrobacterium rubi TR3 = NBRC 13261,Agrobacterium rubi TR3 = NBRC 13261
830,830,A0A081D9D0,NMO domain-containing protein,unreviewed,322,906888,Nonlabens ulvanivorans,Nonlabens ulvanivorans
831,831,A0A081DAL4,NMO domain-containing protein,unreviewed,296,906888,Nonlabens ulvanivorans,Nonlabens ulvanivorans
832,832,A0A081FZL6,NMO domain-containing protein,unreviewed,326,1232683,Marinobacterium sp. AK27,Marinobacterium sp. AK27
833,833,A0A081G4A2,NMO domain-containing protein,unreviewed,346,1232683,Marinobacterium sp. AK27,Marinobacterium sp. AK27
834,834,A0A081HUM3,Uncharacterized protein,unreviewed,317,1324269,Mycobacterium sp. TKK-01-0059,Mycobacterium sp. TKK-01-0059
835,835,A0A081HVM9,NMO domain-containing protein,unreviewed,367,1324269,Mycobacterium sp. TKK-01-0059,Mycobacterium sp. TKK-01-0059
836,836,A0A081HWA9,NMO domain-containing protein,unreviewed,339,1324269,Mycobacterium sp. TKK-01-0059,Mycobacterium sp. TKK-01-0059
837,837,A0A081HWL3,Uncharacterized protein,unreviewed,327,1324269,Mycobacterium sp. TKK-01-0059,Mycobacterium sp. TKK-01-0059
838,838,A0A081HWM9,NMO domain-containing protein,unreviewed,376,1324269,Mycobacterium sp. TKK-01-0059,Mycobacterium sp. TKK-01-0059
839,839,A0A081HXM6,Uncharacterized protein,unreviewed,323,1324269,Mycobacterium sp. TKK-01-0059,Mycobacterium sp. TKK-01-0059
840,840,A0A081I1Q1,NMO domain-containing protein,unreviewed,357,1324269,Mycobacterium sp. TKK-01-0059,Mycobacterium sp. TKK-01-0059
841,841,A0A081I4C7,NMO domain-containing protein,unreviewed,327,1324269,Mycobacterium sp. TKK-01-0059,Mycobacterium sp. TKK-01-0059
842,842,A0A081I8V9,NMO domain-containing protein,unreviewed,341,1324269,Mycobacterium sp. TKK-01-0059,Mycobacterium sp. TKK-01-0059
843,843,A0A081J547,NMO domain-containing protein,unreviewed,319,1537702,Delftia sp. 670,Delftia sp. 670
844,844,A0A081J6T8,NMO domain-containing protein,unreviewed,139,1537702,Delftia sp. 670,Delftia sp. 670
845,845,A0A081KAA3,NMO domain-containing protein,unreviewed,344,305900,Endozoicomonas elysicola,Endozoicomonas elysicola
846,846,A0A081KEK3,NMO domain-containing protein,unreviewed,358,305900,Endozoicomonas elysicola,Endozoicomonas elysicola
847,847,A0A081KF33,NMO domain-containing protein,unreviewed,307,305900,Endozoicomonas elysicola,Endozoicomonas elysicola
848,848,A0A081LGE7,NMO domain-containing protein,unreviewed,349,1178540,Bacillus zhangzhouensis,Bacillus zhangzhouensis
849,849,A0A081MQ67,NMO domain-containing protein,unreviewed,318,1509405,Pseudorhizobium pelagicum,Pseudorhizobium pelagicum
850,850,A0A081N467,NMO domain-containing protein,unreviewed,323,1027273,Endozoicomonas montiporae,Endozoicomonas montiporae
851,851,A0A081NI47,NMO domain-containing protein,unreviewed,322,1137799,Endozoicomonas numazuensis,Endozoicomonas numazuensis
852,852,A0A081NJ22,NMO domain-containing protein,unreviewed,371,1137799,Endozoicomonas numazuensis,Endozoicomonas numazuensis
853,853,A0A081NMH1,NMO domain-containing protein,unreviewed,354,1137799,Endozoicomonas numazuensis,Endozoicomonas numazuensis
854,854,A0A081NMJ3,NMO domain-containing protein,unreviewed,375,1137799,Endozoicomonas numazuensis,Endozoicomonas numazuensis
855,855,A0A081NVN1,[Acyl-carrier-protein] S-malonyltransferase,unreviewed,1137,1501230,Paenibacillus tyrfis,Paenibacillus tyrfis
856,856,A0A081P8W0,NMO domain-containing protein,unreviewed,360,1501230,Paenibacillus tyrfis,Paenibacillus tyrfis
857,857,A0A081PF94,NMO domain-containing protein,unreviewed,358,1358423,Pedobacter antarcticus 4BY,Pedobacter antarcticus 4BY
858,858,A0A081PJ24,2-nitropropane dioxygenase,unreviewed,318,1358423,Pedobacter antarcticus 4BY,Pedobacter antarcticus 4BY
859,859,A0A081PNK1,NMO domain-containing protein,unreviewed,324,28037,Streptococcus mitis,Streptococcus mitis
860,860,A0A081PWN5,NMO domain-containing protein,unreviewed,324,28037,Streptococcus mitis,Streptococcus mitis
861,861,A0A081PYB2,NMO domain-containing protein,unreviewed,324,28037,Streptococcus mitis,Streptococcus mitis
862,862,A0A081Q8P8,NMO domain-containing protein,unreviewed,324,28037,Streptococcus mitis,Streptococcus mitis
863,863,A0A081QKN0,NMO domain-containing protein,unreviewed,324,28037,Streptococcus mitis,Streptococcus mitis
864,864,A0A081QS56,NMO domain-containing protein,unreviewed,324,28037,Streptococcus mitis,Streptococcus mitis
865,865,A0A081R2U2,NMO domain-containing protein,unreviewed,324,1303,Streptococcus oralis,Streptococcus oralis
866,866,A0A081R9W4,NMO domain-containing protein,unreviewed,330,46429,Sphingobium chlorophenolicum,Sphingobium chlorophenolicum
867,867,A0A081RAL0,NMO domain-containing protein,unreviewed,310,46429,Sphingobium chlorophenolicum,Sphingobium chlorophenolicum
868,868,A0A081RAU3,NMO domain-containing protein,unreviewed,310,46429,Sphingobium chlorophenolicum,Sphingobium chlorophenolicum
869,869,A0A081RC40,NMO domain-containing protein,unreviewed,467,46429,Sphingobium chlorophenolicum,Sphingobium chlorophenolicum
870,870,A0A081RD73,2-nitropropane dioxygenase,unreviewed,336,46429,Sphingobium chlorophenolicum,Sphingobium chlorophenolicum
871,871,A0A081RFB6,NMO domain-containing protein,unreviewed,69,46429,Sphingobium chlorophenolicum,Sphingobium chlorophenolicum
872,872,A0A081RFB7,NMO domain-containing protein,unreviewed,108,46429,Sphingobium chlorophenolicum,Sphingobium chlorophenolicum
873,873,A0A081RJR8,NMO domain-containing protein,unreviewed,356,46429,Sphingobium chlorophenolicum,Sphingobium chlorophenolicum
874,874,A0A081RZG4,NMO domain-containing protein,unreviewed,1004,1393735,Photorhabdus temperata subsp. temperata Meg1,Photorhabdus temperata subsp. temperata Meg1
875,875,A0A081S941,NMO domain-containing protein,unreviewed,324,28037,Streptococcus mitis,Streptococcus mitis
876,876,A0A081SWJ8,NMO domain-containing protein,unreviewed,334,1450518,Sphingobium lucknowense F2,Sphingobium lucknowense F2
877,877,A0A081SXU8,NMO domain-containing protein,unreviewed,310,1450518,Sphingobium lucknowense F2,Sphingobium lucknowense F2
878,878,A0A081T3B2,NMO domain-containing protein,unreviewed,350,1450518,Sphingobium lucknowense F2,Sphingobium lucknowense F2
879,879,A0A081XN21,[Acyl-carrier-protein] S-malonyltransferase,unreviewed,1079,55952,Streptomyces toyocaensis,Streptomyces toyocaensis
880,880,A0A081XQ04,NMO domain-containing protein,unreviewed,357,55952,Streptomyces toyocaensis,Streptomyces toyocaensis
881,881,A0A081Y2D3,Uncharacterized protein,unreviewed,339,1502784,Pseudomonas sp. AAC,Pseudomonas sp. AAC
882,882,A0A081Y3V3,NMO domain-containing protein,unreviewed,347,1502784,Pseudomonas sp. AAC,Pseudomonas sp. AAC
883,883,A0A081Y4N9,NMO domain-containing protein,unreviewed,459,1502784,Pseudomonas sp. AAC,Pseudomonas sp. AAC
884,884,A0A081YBX7,NMO domain-containing protein,unreviewed,322,1502784,Pseudomonas sp. AAC,Pseudomonas sp. AAC
885,885,A0A081YD62,NMO domain-containing protein,unreviewed,335,1502784,Pseudomonas sp. AAC,Pseudomonas sp. AAC
886,886,A0A081YFW7,NMO domain-containing protein,unreviewed,327,1502784,Pseudomonas sp. AAC,Pseudomonas sp. AAC
887,887,A0A083UEG3,2-nitropropane dioxygenase,unreviewed,339,303,Pseudomonas putida,Pseudomonas putida
888,888,A0A083UJ20,NMO domain-containing protein,unreviewed,349,303,Pseudomonas putida,Pseudomonas putida
889,889,A0A083UKI8,NMO domain-containing protein,unreviewed,370,303,Pseudomonas putida,Pseudomonas putida
890,890,A0A083UNA7,NMO domain-containing protein,unreviewed,354,303,Pseudomonas putida,Pseudomonas putida
891,891,A0A083UUA2,NMO domain-containing protein,unreviewed,322,303,Pseudomonas putida,Pseudomonas putida
892,892,A0A083ZP46,NMO domain-containing protein,unreviewed,320,358,Rhizobium radiobacter,Rhizobium radiobacter (Agrobacterium tumefaciens)
893,893,A0A084AD95,Dioxygenase,unreviewed,281,1415168,Lactococcus lactis subsp. cremoris GE214,Lactococcus lactis subsp. cremoris GE214
894,894,A0A084AP78,NMO domain-containing protein,unreviewed,354,1280523,Stachybotrys chartarum (strain CBS 109288 / IBT 7711),Stachybotrys chartarum (strain CBS 109288 / IBT 7711) (Toxic black mold)
895,895,A0A084ARV5,NMO domain-containing protein,unreviewed,348,1280523,Stachybotrys chartarum (strain CBS 109288 / IBT 7711),Stachybotrys chartarum (strain CBS 109288 / IBT 7711) (Toxic black mold)
896,896,A0A084AU75,NMO domain-containing protein,unreviewed,353,1280523,Stachybotrys chartarum (strain CBS 109288 / IBT 7711),Stachybotrys chartarum (strain CBS 109288 / IBT 7711) (Toxic black mold)
897,897,A0A084B1H2,NMO domain-containing protein,unreviewed,365,1280523,Stachybotrys chartarum (strain CBS 109288 / IBT 7711),Stachybotrys chartarum (strain CBS 109288 / IBT 7711) (Toxic black mold)
898,898,A0A084B771,NMO domain-containing protein,unreviewed,330,1280523,Stachybotrys chartarum (strain CBS 109288 / IBT 7711),Stachybotrys chartarum (strain CBS 109288 / IBT 7711) (Toxic black mold)
899,899,A0A084BAL3,NMO domain-containing protein,unreviewed,357,1280523,Stachybotrys chartarum (strain CBS 109288 / IBT 7711),Stachybotrys chartarum (strain CBS 109288 / IBT 7711) (Toxic black mold)
900,900,A0A084C592,NMO domain-containing protein,unreviewed,318,1495066,Pseudomonas capeferrum,Pseudomonas capeferrum
901,901,A0A084CD16,NMO domain-containing protein,unreviewed,358,1495066,Pseudomonas capeferrum,Pseudomonas capeferrum
902,902,A0A084D653,NMO domain-containing protein,unreviewed,323,1506588,Burkholderia sp. MSh2,Burkholderia sp. MSh2
903,903,A0A084D848,NMO domain-containing protein,unreviewed,324,1506588,Burkholderia sp. MSh2,Burkholderia sp. MSh2
904,904,A0A084DC24,NMO domain-containing protein,unreviewed,356,1506588,Burkholderia sp. MSh2,Burkholderia sp. MSh2
905,905,A0A084DDK7,NMO domain-containing protein,unreviewed,319,1506588,Burkholderia sp. MSh2,Burkholderia sp. MSh2
906,906,A0A084DJB5,NMO domain-containing protein,unreviewed,366,1506588,Burkholderia sp. MSh2,Burkholderia sp. MSh2
907,907,A0A084DJM1,NMO domain-containing protein,unreviewed,396,1506588,Burkholderia sp. MSh2,Burkholderia sp. MSh2
908,908,A0A084DN27,NMO domain-containing protein,unreviewed,359,1506588,Burkholderia sp. MSh2,Burkholderia sp. MSh2
909,909,A0A084E961,NMO domain-containing protein,unreviewed,309,13690,Sphingobium yanoikuyae,Sphingobium yanoikuyae
910,910,A0A084EDG1,NMO domain-containing protein,unreviewed,332,13690,Sphingobium yanoikuyae,Sphingobium yanoikuyae
911,911,A0A084EIF6,NMO domain-containing protein,unreviewed,329,13690,Sphingobium yanoikuyae,Sphingobium yanoikuyae
912,912,A0A084EJK7,NMO domain-containing protein,unreviewed,467,13690,Sphingobium yanoikuyae,Sphingobium yanoikuyae
913,913,A0A084EKW5,NMO domain-containing protein,unreviewed,349,13690,Sphingobium yanoikuyae,Sphingobium yanoikuyae
914,914,A0A084ES93,NMO domain-containing protein,unreviewed,337,13690,Sphingobium yanoikuyae,Sphingobium yanoikuyae
915,915,A0A084ESU9,NMO domain-containing protein,unreviewed,335,13690,Sphingobium yanoikuyae,Sphingobium yanoikuyae
916,916,A0A084EV58,Nitronate monooxygenase,unreviewed,317,738,Haemophilus parasuis,Haemophilus parasuis
917,917,A0A084FYW5,NMO domain-containing protein,unreviewed,330,563466,Pseudallescheria apiosperma,Pseudallescheria apiosperma
918,918,A0A084FZG9,NMO domain-containing protein,unreviewed,374,563466,Pseudallescheria apiosperma,Pseudallescheria apiosperma
919,919,A0A084G095,NMO domain-containing protein,unreviewed,301,563466,Pseudallescheria apiosperma,Pseudallescheria apiosperma
920,920,A0A084GGV5,Alpha-galactosidase,unreviewed,734,563466,Pseudallescheria apiosperma,Pseudallescheria apiosperma
921,921,A0A084GLU9,NMO domain-containing protein,unreviewed,362,246786,Metabacillus indicus,Metabacillus indicus
922,922,A0A084H3C2,2-nitropropane dioxygenase,unreviewed,318,246786,Metabacillus indicus,Metabacillus indicus
923,923,A0A084IIQ3,Oxidoreductase,unreviewed,314,1304275,Salinisphaera hydrothermalis (strain C41B8),Salinisphaera hydrothermalis (strain C41B8)
924,924,A0A084ILQ5,NMO domain-containing protein,unreviewed,316,1304275,Salinisphaera hydrothermalis (strain C41B8),Salinisphaera hydrothermalis (strain C41B8)
925,925,A0A084IRR4,NMO domain-containing protein,unreviewed,354,1304275,Salinisphaera hydrothermalis (strain C41B8),Salinisphaera hydrothermalis (strain C41B8)
926,926,A0A084J8W2,NMO domain-containing protein,unreviewed,313,318464,Clostridium sulfidigenes,Clostridium sulfidigenes
927,927,A0A084JA94,NMO domain-containing protein,unreviewed,355,318464,Clostridium sulfidigenes,Clostridium sulfidigenes
928,928,A0A084JKM8,NMO domain-containing protein,unreviewed,307,29354,Lacrimispora celerecrescens,Lacrimispora celerecrescens
929,929,A0A084JKN6,NMO domain-containing protein,unreviewed,373,29354,Lacrimispora celerecrescens,Lacrimispora celerecrescens
930,930,A0A084JXL1,NMO domain-containing protein,unreviewed,317,906888,Nonlabens ulvanivorans,Nonlabens ulvanivorans
931,931,A0A084JZR1,NMO domain-containing protein,unreviewed,322,906888,Nonlabens ulvanivorans,Nonlabens ulvanivorans
932,932,A0A084QFZ5,NMO domain-containing protein,unreviewed,348,1283841,Stachybotrys chlorohalonata (strain IBT 40285),Stachybotrys chlorohalonata (strain IBT 40285)
933,933,A0A084QJG3,NMO domain-containing protein,unreviewed,1718,1283841,Stachybotrys chlorohalonata (strain IBT 40285),Stachybotrys chlorohalonata (strain IBT 40285)
934,934,A0A084QQX5,NMO domain-containing protein,unreviewed,351,1283841,Stachybotrys chlorohalonata (strain IBT 40285),Stachybotrys chlorohalonata (strain IBT 40285)
935,935,A0A084QUU9,NMO domain-containing protein,unreviewed,365,1283841,Stachybotrys chlorohalonata (strain IBT 40285),Stachybotrys chlorohalonata (strain IBT 40285)
936,936,A0A084QZR7,NMO domain-containing protein,unreviewed,357,1283841,Stachybotrys chlorohalonata (strain IBT 40285),Stachybotrys chlorohalonata (strain IBT 40285)
937,937,A0A084R1Q2,NMO domain-containing protein,unreviewed,353,1283841,Stachybotrys chlorohalonata (strain IBT 40285),Stachybotrys chlorohalonata (strain IBT 40285)
938,938,A0A084R8C7,NMO domain-containing protein,unreviewed,348,1283842,Stachybotrys chartarum IBT 40288,Stachybotrys chartarum IBT 40288
939,939,A0A084RBJ4,NMO domain-containing protein,unreviewed,330,1283842,Stachybotrys chartarum IBT 40288,Stachybotrys chartarum IBT 40288
940,940,A0A084RCV0,NMO domain-containing protein,unreviewed,353,1283842,Stachybotrys chartarum IBT 40288,Stachybotrys chartarum IBT 40288
941,941,A0A084RE70,NMO domain-containing protein,unreviewed,354,1283842,Stachybotrys chartarum IBT 40288,Stachybotrys chartarum IBT 40288
942,942,A0A084RFV0,NMO domain-containing protein,unreviewed,365,1283842,Stachybotrys chartarum IBT 40288,Stachybotrys chartarum IBT 40288
943,943,A0A084RSJ1,NMO domain-containing protein,unreviewed,357,1283842,Stachybotrys chartarum IBT 40288,Stachybotrys chartarum IBT 40288
944,944,A0A084SVP4,NMO domain-containing protein,unreviewed,352,1406225,Archangium violaceum Cb vi76,Archangium violaceum Cb vi76
945,945,A0A084TAP6,NMO domain-containing protein,unreviewed,347,1517681,Vibrio sp. ER1A,Vibrio sp. ER1A
946,946,A0A084THU1,NMO domain-containing protein,unreviewed,316,1197477,Mangrovimonas yunxiaonensis,Mangrovimonas yunxiaonensis
947,947,A0A084TJ28,NMO domain-containing protein,unreviewed,314,1197477,Mangrovimonas yunxiaonensis,Mangrovimonas yunxiaonensis
948,948,A0A084U5A7,NMO domain-containing protein,unreviewed,333,472175,Nitratireductor basaltis,Nitratireductor basaltis
949,949,A0A084U7H7,NMO domain-containing protein,unreviewed,371,472175,Nitratireductor basaltis,Nitratireductor basaltis
950,950,A0A084XWF0,NMO domain-containing protein,unreviewed,178,1457154,Candidatus Accumulibacter sp. SK-01,Candidatus Accumulibacter sp. SK-01
951,951,A0A084Y2S9,NMO domain-containing protein,unreviewed,444,1457154,Candidatus Accumulibacter sp. SK-01,Candidatus Accumulibacter sp. SK-01
952,952,A0A085B8W4,NMO domain-containing protein,unreviewed,355,421072,Chryseobacterium halperniae,Chryseobacterium halperniae
953,953,A0A085BAW5,NMO domain-containing protein,unreviewed,324,1233951,Chryseobacterium sp. FH1,Chryseobacterium sp. FH1
954,954,A0A085BCQ2,NMO domain-containing protein,unreviewed,311,1233951,Chryseobacterium sp. FH1,Chryseobacterium sp. FH1
955,955,A0A085BFU1,NMO domain-containing protein,unreviewed,311,421072,Chryseobacterium halperniae,Chryseobacterium halperniae
956,956,A0A085BYV6,NMO domain-containing protein,unreviewed,325,1525218,Sulfitobacter sp. CB2047,Sulfitobacter sp. CB2047
957,957,A0A085BZ68,NMO domain-containing protein,unreviewed,325,1525218,Sulfitobacter sp. CB2047,Sulfitobacter sp. CB2047
958,958,A0A085EFN0,NMO domain-containing protein,unreviewed,314,1492737,Flavobacterium gilvum,Flavobacterium gilvum
959,959,A0A085ESL9,NMO domain-containing protein,unreviewed,318,1502852,Massilia sp. LC238,Massilia sp. LC238
960,960,A0A085ESU6,NMO domain-containing protein,unreviewed,353,1502852,Massilia sp. LC238,Massilia sp. LC238
961,961,A0A085EVH3,NMO domain-containing protein,unreviewed,422,1502852,Massilia sp. LC238,Massilia sp. LC238
962,962,A0A085FFU7,NMO domain-containing protein,unreviewed,328,1502851,Bosea sp. LC85,Bosea sp. LC85
