,key,accession,entry_protein_locations_fragments_start,entry_protein_locations_fragments_end,entry_protein_locations_fragments_dc-status,entry_protein_locations_model,entry_protein_locations_score,protein_length,source_database,entry_type,entry_integrated
1997,1997,PF03060,6,353,CONTINUOUS,PF03060,1.6e-62,366,pfam,domain,ipr004136
1998,1998,PF03060,93,382,CONTINUOUS,PF03060,4.2e-07,544,pfam,domain,ipr004136
1999,1999,PF03060,4,74,CONTINUOUS,PF03060,7.2e-19,315,pfam,domain,ipr004136
2000,2000,PF03060,4,308,CONTINUOUS,PF03060,3e-54,329,pfam,domain,ipr004136
2001,2001,PF03060,10,334,CONTINUOUS,PF03060,7.8e-53,354,pfam,domain,ipr004136
2002,2002,PF03060,101,208,CONTINUOUS,PF03060,1.3e-15,223,pfam,domain,ipr004136
2003,2003,PF03060,2,116,CONTINUOUS,PF03060,6.8e-12,136,pfam,domain,ipr004136
2004,2004,PF03060,9,279,CONTINUOUS,PF03060,4.3e-57,388,pfam,domain,ipr004136
2005,2005,PF03060,6,309,CONTINUOUS,PF03060,1.4e-54,330,pfam,domain,ipr004136
2006,2006,PF03060,10,149,CONTINUOUS,PF03060,3.8e-19,165,pfam,domain,ipr004136
2007,2007,PF03060,5,309,CONTINUOUS,PF03060,5.5e-48,335,pfam,domain,ipr004136
2008,2008,PF03060,129,207,CONTINUOUS,PF03060,9.1e-07,2509,pfam,domain,ipr004136
2009,2009,PF03060,88,310,CONTINUOUS,PF03060,3.7e-25,325,pfam,domain,ipr004136
2010,2010,PF03060,1,276,CONTINUOUS,PF03060,7.4e-52,295,pfam,domain,ipr004136
2011,2011,PF03060,3,74,CONTINUOUS,PF03060,6.8e-20,326,pfam,domain,ipr004136
2012,2012,PF03060,15,374,CONTINUOUS,PF03060,2.1e-31,393,pfam,domain,ipr004136
2013,2013,PF03060,3,309,CONTINUOUS,PF03060,4.2e-60,335,pfam,domain,ipr004136
2014,2014,PF03060,42,368,CONTINUOUS,PF03060,2.7e-51,383,pfam,domain,ipr004136
2015,2015,PF03060,3,310,CONTINUOUS,PF03060,6.7e-61,324,pfam,domain,ipr004136
2016,2016,PF03060,65,256,CONTINUOUS,PF03060,8.5e-26,335,pfam,domain,ipr004136
2017,2017,PF03060,19,355,CONTINUOUS,PF03060,6.7e-77,372,pfam,domain,ipr004136
2018,2018,PF03060,8,341,CONTINUOUS,PF03060,4.9e-68,369,pfam,domain,ipr004136
2019,2019,PF03060,82,304,CONTINUOUS,PF03060,5.7e-22,333,pfam,domain,ipr004136
2020,2020,PF03060,3,305,CONTINUOUS,PF03060,1.6e-66,327,pfam,domain,ipr004136
2021,2021,PF03060,4,349,CONTINUOUS,PF03060,2.7e-104,362,pfam,domain,ipr004136
2022,2022,PF03060,4,304,CONTINUOUS,PF03060,1e-62,316,pfam,domain,ipr004136
2023,2023,PF03060,89,302,CONTINUOUS,PF03060,3.5e-26,322,pfam,domain,ipr004136
2024,2024,PF03060,8,344,CONTINUOUS,PF03060,1.2e-72,354,pfam,domain,ipr004136
2025,2025,PF03060,7,341,CONTINUOUS,PF03060,2.5e-120,361,pfam,domain,ipr004136
2026,2026,PF03060,701,939,CONTINUOUS,PF03060,1.9e-10,1096,pfam,domain,ipr004136
2027,2027,PF03060,4,72,CONTINUOUS,PF03060,1.4e-09,325,pfam,domain,ipr004136
2028,2028,PF03060,18,306,CONTINUOUS,PF03060,2.5e-26,414,pfam,domain,ipr004136
2029,2029,PF03060,9,342,CONTINUOUS,PF03060,1.2e-63,365,pfam,domain,ipr004136
2030,2030,PF03060,79,304,CONTINUOUS,PF03060,4.9e-24,315,pfam,domain,ipr004136
2031,2031,PF03060,14,305,CONTINUOUS,PF03060,6e-35,402,pfam,domain,ipr004136
2032,2032,PF03060,3,343,CONTINUOUS,PF03060,1.3e-72,356,pfam,domain,ipr004136
2033,2033,PF03060,14,360,CONTINUOUS,PF03060,1.8e-78,377,pfam,domain,ipr004136
2034,2034,PF03060,87,300,CONTINUOUS,PF03060,6.8e-26,318,pfam,domain,ipr004136
2035,2035,PF03060,9,349,CONTINUOUS,PF03060,3.4e-76,358,pfam,domain,ipr004136
2036,2036,PF03060,8,343,CONTINUOUS,PF03060,2.5e-60,368,pfam,domain,ipr004136
2037,2037,PF03060,19,343,CONTINUOUS,PF03060,1.5e-59,356,pfam,domain,ipr004136
2038,2038,PF03060,24,283,CONTINUOUS,PF03060,2.7e-08,461,pfam,domain,ipr004136
2039,2039,PF03060,21,289,CONTINUOUS,PF03060,6.1e-14,452,pfam,domain,ipr004136
2040,2040,PF03060,4,76,CONTINUOUS,PF03060,1.9e-15,313,pfam,domain,ipr004136
2041,2041,PF03060,3,314,CONTINUOUS,PF03060,3.8e-39,315,pfam,domain,ipr004136
2042,2042,PF03060,60,334,CONTINUOUS,PF03060,1.8e-11,498,pfam,domain,ipr004136
2043,2043,PF03060,17,256,CONTINUOUS,PF03060,1e-40,315,pfam,domain,ipr004136
2044,2044,PF03060,3,73,CONTINUOUS,PF03060,1.8e-19,323,pfam,domain,ipr004136
2045,2045,PF03060,89,326,CONTINUOUS,PF03060,5.2e-32,336,pfam,domain,ipr004136
2046,2046,PF03060,5,343,CONTINUOUS,PF03060,7.3e-74,350,pfam,domain,ipr004136
2047,2047,PF03060,87,297,CONTINUOUS,PF03060,4.8e-19,310,pfam,domain,ipr004136
2048,2048,PF03060,16,444,CONTINUOUS,PF03060,4.6e-13,467,pfam,domain,ipr004136
2049,2049,PF03060,82,244,CONTINUOUS,PF03060,1.5e-19,316,pfam,domain,ipr004136
2050,2050,PF03060,23,339,CONTINUOUS,PF03060,8.8e-60,357,pfam,domain,ipr004136
2051,2051,PF03060,24,360,CONTINUOUS,PF03060,1.4e-73,372,pfam,domain,ipr004136
2052,2052,PF03060,99,314,CONTINUOUS,PF03060,8.2e-26,330,pfam,domain,ipr004136
2053,2053,PF03060,5,348,CONTINUOUS,PF03060,9.2e-81,351,pfam,domain,ipr004136
2054,2054,PF03060,10,349,CONTINUOUS,PF03060,4.6e-56,351,pfam,domain,ipr004136
2055,2055,PF03060,4,347,CONTINUOUS,PF03060,1.6e-77,352,pfam,domain,ipr004136
2056,2056,PF03060,4,78,CONTINUOUS,PF03060,2.5e-22,313,pfam,domain,ipr004136
2057,2057,PF03060,15,353,CONTINUOUS,PF03060,3.3e-60,354,pfam,domain,ipr004136
2058,2058,PF03060,6,80,CONTINUOUS,PF03060,1.9e-19,305,pfam,domain,ipr004136
2059,2059,PF03060,3,74,CONTINUOUS,PF03060,1.2e-20,316,pfam,domain,ipr004136
2060,2060,PF03060,34,106,CONTINUOUS,PF03060,9.5e-20,361,pfam,domain,ipr004136
2061,2061,PF03060,5,310,CONTINUOUS,PF03060,2.2e-54,330,pfam,domain,ipr004136
2062,2062,PF03060,85,250,CONTINUOUS,PF03060,3.8e-14,319,pfam,domain,ipr004136
2063,2063,PF03060,13,386,CONTINUOUS,PF03060,2.1e-60,395,pfam,domain,ipr004136
2064,2064,PF03060,16,444,CONTINUOUS,PF03060,1.2e-11,467,pfam,domain,ipr004136
2065,2065,PF03060,24,96,CONTINUOUS,PF03060,1.9e-17,346,pfam,domain,ipr004136
2066,2066,PF03060,6,310,CONTINUOUS,PF03060,3.7e-58,325,pfam,domain,ipr004136
2067,2067,PF03060,7,343,CONTINUOUS,PF03060,1.3e-69,347,pfam,domain,ipr004136
2068,2068,PF03060,53,221,CONTINUOUS,PF03060,6.2e-12,2828,pfam,domain,ipr004136
2069,2069,PF03060,3,73,CONTINUOUS,PF03060,1.2e-16,328,pfam,domain,ipr004136
2070,2070,PF03060,6,206,CONTINUOUS,PF03060,1.6e-28,207,pfam,domain,ipr004136
2071,2071,PF03060,5,308,CONTINUOUS,PF03060,1.4e-53,329,pfam,domain,ipr004136
2072,2072,PF03060,14,246,CONTINUOUS,PF03060,1.5e-29,266,pfam,domain,ipr004136
2073,2073,PF03060,10,320,CONTINUOUS,PF03060,1e-32,323,pfam,domain,ipr004136
2074,2074,PF03060,5,329,CONTINUOUS,PF03060,1.8e-40,345,pfam,domain,ipr004136
2075,2075,PF03060,10,335,CONTINUOUS,PF03060,1.5e-53,354,pfam,domain,ipr004136
2076,2076,PF03060,10,334,CONTINUOUS,PF03060,1.5e-52,354,pfam,domain,ipr004136
2077,2077,PF03060,4,308,CONTINUOUS,PF03060,1.1e-54,329,pfam,domain,ipr004136
2078,2078,PF03060,8,327,CONTINUOUS,PF03060,1e-37,343,pfam,domain,ipr004136
2079,2079,PF03060,6,330,CONTINUOUS,PF03060,3.5e-47,352,pfam,domain,ipr004136
2080,2080,PF03060,4,308,CONTINUOUS,PF03060,4.2e-53,337,pfam,domain,ipr004136
2081,2081,PF03060,5,64,CONTINUOUS,PF03060,3.9e-09,345,pfam,domain,ipr004136
2082,2082,PF03060,1,310,CONTINUOUS,PF03060,7.5e-45,328,pfam,domain,ipr004136
2083,2083,PF03060,4,308,CONTINUOUS,PF03060,2e-58,329,pfam,domain,ipr004136
2084,2084,PF03060,10,325,CONTINUOUS,PF03060,5.6e-48,345,pfam,domain,ipr004136
2085,2085,PF03060,1,307,CONTINUOUS,PF03060,3.3e-38,325,pfam,domain,ipr004136
2086,2086,PF03060,6,336,CONTINUOUS,PF03060,4.5e-48,356,pfam,domain,ipr004136
2087,2087,PF03060,4,308,CONTINUOUS,PF03060,4.1e-52,329,pfam,domain,ipr004136
2088,2088,PF03060,7,332,CONTINUOUS,PF03060,4.9e-50,351,pfam,domain,ipr004136
2089,2089,PF03060,10,335,CONTINUOUS,PF03060,7.9e-55,354,pfam,domain,ipr004136
2090,2090,PF03060,113,311,CONTINUOUS,PF03060,2.5e-32,325,pfam,domain,ipr004136
2091,2091,PF03060,7,327,CONTINUOUS,PF03060,6.2e-35,854,pfam,domain,ipr004136
2092,2092,PF03060,10,334,CONTINUOUS,PF03060,6.7e-45,354,pfam,domain,ipr004136
2093,2093,PF03060,9,328,CONTINUOUS,PF03060,1.9e-39,339,pfam,domain,ipr004136
2094,2094,PF03060,4,308,CONTINUOUS,PF03060,4.9e-54,329,pfam,domain,ipr004136
2095,2095,PF03060,6,329,CONTINUOUS,PF03060,5e-39,347,pfam,domain,ipr004136
2096,2096,PF03060,6,329,CONTINUOUS,PF03060,7.6e-46,350,pfam,domain,ipr004136
2097,2097,PF03060,10,79,CONTINUOUS,PF03060,1.5e-08,309,pfam,domain,ipr004136
2098,2098,PF03060,3,301,CONTINUOUS,PF03060,1.2e-63,314,pfam,domain,ipr004136
2099,2099,PF03060,6,348,CONTINUOUS,PF03060,4.5e-67,361,pfam,domain,ipr004136
2100,2100,PF03060,5,75,CONTINUOUS,PF03060,1.8e-18,318,pfam,domain,ipr004136
2101,2101,PF03060,5,75,CONTINUOUS,PF03060,1.8e-18,318,pfam,domain,ipr004136
2102,2102,PF03060,92,304,CONTINUOUS,PF03060,5.3e-21,341,pfam,domain,ipr004136
2103,2103,PF03060,50,307,CONTINUOUS,PF03060,1e-22,325,pfam,domain,ipr004136
2104,2104,PF03060,7,347,CONTINUOUS,PF03060,2.5e-70,352,pfam,domain,ipr004136
2105,2105,PF03060,88,193,CONTINUOUS,PF03060,4.1e-07,2349,pfam,domain,ipr004136
2106,2106,PF03060,5,349,CONTINUOUS,PF03060,2e-67,356,pfam,domain,ipr004136
2107,2107,PF03060,4,301,CONTINUOUS,PF03060,2.5e-58,315,pfam,domain,ipr004136
2108,2108,PF03060,12,305,CONTINUOUS,PF03060,2.5e-25,319,pfam,domain,ipr004136
2109,2109,PF03060,11,335,CONTINUOUS,PF03060,2.3e-61,345,pfam,domain,ipr004136
2110,2110,PF03060,12,350,CONTINUOUS,PF03060,1.7e-77,359,pfam,domain,ipr004136
2111,2111,PF03060,3,72,CONTINUOUS,PF03060,3.7e-19,312,pfam,domain,ipr004136
2112,2112,PF03060,19,298,CONTINUOUS,PF03060,1.4e-33,396,pfam,domain,ipr004136
2113,2113,PF03060,5,75,CONTINUOUS,PF03060,1.3e-19,319,pfam,domain,ipr004136
2114,2114,PF03060,4,341,CONTINUOUS,PF03060,3.5e-76,348,pfam,domain,ipr004136
2115,2115,PF03060,18,347,CONTINUOUS,PF03060,3.1e-59,357,pfam,domain,ipr004136
2116,2116,PF03060,10,341,CONTINUOUS,PF03060,1.5e-82,346,pfam,domain,ipr004136
2117,2117,PF03060,13,297,CONTINUOUS,PF03060,3.6e-24,312,pfam,domain,ipr004136
2118,2118,PF03060,6,343,CONTINUOUS,PF03060,3.3e-74,351,pfam,domain,ipr004136
2119,2119,PF03060,89,305,CONTINUOUS,PF03060,2.8e-19,318,pfam,domain,ipr004136
2120,2120,PF03060,79,308,CONTINUOUS,PF03060,4e-22,320,pfam,domain,ipr004136
2121,2121,PF03060,8,349,CONTINUOUS,PF03060,5.3e-73,363,pfam,domain,ipr004136
2122,2122,PF03060,6,351,CONTINUOUS,PF03060,1.5e-68,361,pfam,domain,ipr004136
2123,2123,PF03060,4,300,CONTINUOUS,PF03060,6.2e-60,314,pfam,domain,ipr004136
2124,2124,PF03060,3,309,CONTINUOUS,PF03060,7.1e-63,323,pfam,domain,ipr004136
2125,2125,PF03060,3,341,CONTINUOUS,PF03060,8.6e-77,350,pfam,domain,ipr004136
2126,2126,PF03060,8,328,CONTINUOUS,PF03060,3.4e-74,337,pfam,domain,ipr004136
2127,2127,PF03060,88,302,CONTINUOUS,PF03060,4.6e-25,322,pfam,domain,ipr004136
2128,2128,PF03060,8,321,CONTINUOUS,PF03060,1.4e-82,350,pfam,domain,ipr004136
2129,2129,PF03060,12,350,CONTINUOUS,PF03060,1.6e-74,356,pfam,domain,ipr004136
2130,2130,PF03060,4,345,CONTINUOUS,PF03060,8.1e-93,362,pfam,domain,ipr004136
2131,2131,PF03060,89,302,CONTINUOUS,PF03060,9.5e-26,320,pfam,domain,ipr004136
2132,2132,PF03060,4,345,CONTINUOUS,PF03060,8.1e-93,362,pfam,domain,ipr004136
2133,2133,PF03060,5,75,CONTINUOUS,PF03060,6.9e-20,319,pfam,domain,ipr004136
2134,2134,PF03060,6,168,CONTINUOUS,PF03060,2.2e-28,354,pfam,domain,ipr004136
2135,2135,PF03060,8,344,CONTINUOUS,PF03060,3e-69,354,pfam,domain,ipr004136
2136,2136,PF03060,6,306,CONTINUOUS,PF03060,2e-30,328,pfam,domain,ipr004136
2137,2137,PF03060,6,329,CONTINUOUS,PF03060,8.2e-53,354,pfam,domain,ipr004136
2138,2138,PF03060,6,335,CONTINUOUS,PF03060,2.8e-46,357,pfam,domain,ipr004136
2139,2139,PF03060,6,329,CONTINUOUS,PF03060,2e-53,354,pfam,domain,ipr004136
2140,2140,PF03060,6,329,CONTINUOUS,PF03060,2.4e-52,354,pfam,domain,ipr004136
2141,2141,PF03060,6,323,CONTINUOUS,PF03060,1.5e-46,345,pfam,domain,ipr004136
2142,2142,PF03060,6,323,CONTINUOUS,PF03060,1.6e-46,345,pfam,domain,ipr004136
2143,2143,PF03060,3,301,CONTINUOUS,PF03060,1.1e-74,328,pfam,domain,ipr004136
2144,2144,PF03060,8,340,CONTINUOUS,PF03060,2.4e-76,349,pfam,domain,ipr004136
2145,2145,PF03060,13,350,CONTINUOUS,PF03060,3.2e-61,352,pfam,domain,ipr004136
2146,2146,PF03060,5,81,CONTINUOUS,PF03060,2.7e-21,308,pfam,domain,ipr004136
2147,2147,PF03060,3,308,CONTINUOUS,PF03060,6.8e-55,325,pfam,domain,ipr004136
2148,2148,PF03060,8,337,CONTINUOUS,PF03060,7.4e-50,357,pfam,domain,ipr004136
2149,2149,PF03060,7,351,CONTINUOUS,PF03060,6e-69,356,pfam,domain,ipr004136
2150,2150,PF03060,16,379,CONTINUOUS,PF03060,9.3e-35,392,pfam,domain,ipr004136
2151,2151,PF03060,4,319,CONTINUOUS,PF03060,6.9e-50,348,pfam,domain,ipr004136
2152,2152,PF03060,7,260,CONTINUOUS,PF03060,2.3e-56,269,pfam,domain,ipr004136
2153,2153,PF03060,4,317,CONTINUOUS,PF03060,2e-57,319,pfam,domain,ipr004136
2154,2154,PF03060,5,345,CONTINUOUS,PF03060,1.3e-91,355,pfam,domain,ipr004136
2155,2155,PF03060,23,360,CONTINUOUS,PF03060,3e-44,374,pfam,domain,ipr004136
2156,2156,PF03060,7,306,CONTINUOUS,PF03060,3.5e-77,315,pfam,domain,ipr004136
2157,2157,PF03060,3,311,CONTINUOUS,PF03060,1.1e-43,377,pfam,domain,ipr004136
2158,2158,PF03060,5,76,CONTINUOUS,PF03060,5.8e-17,311,pfam,domain,ipr004136
2159,2159,PF03060,4,59,CONTINUOUS,PF03060,3.3e-08,325,pfam,domain,ipr004136
2160,2160,PF03060,5,342,CONTINUOUS,PF03060,3.2e-99,356,pfam,domain,ipr004136
2161,2161,PF03060,9,359,CONTINUOUS,PF03060,1.4e-49,373,pfam,domain,ipr004136
2162,2162,PF03060,5,310,CONTINUOUS,PF03060,2.1e-59,332,pfam,domain,ipr004136
2163,2163,PF03060,90,242,CONTINUOUS,PF03060,1.3e-13,319,pfam,domain,ipr004136
2164,2164,PF03060,5,76,CONTINUOUS,PF03060,8.6e-18,311,pfam,domain,ipr004136
2165,2165,PF03060,80,317,CONTINUOUS,PF03060,8e-33,328,pfam,domain,ipr004136
2166,2166,PF03060,2,149,CONTINUOUS,PF03060,5e-20,163,pfam,domain,ipr004136
2167,2167,PF03060,87,307,CONTINUOUS,PF03060,1e-20,332,pfam,domain,ipr004136
2168,2168,PF03060,10,337,CONTINUOUS,PF03060,3.2e-90,337,pfam,domain,ipr004136
2169,2169,PF03060,5,74,CONTINUOUS,PF03060,1.3e-12,147,pfam,domain,ipr004136
2170,2170,PF03060,87,248,CONTINUOUS,PF03060,2e-24,325,pfam,domain,ipr004136
2171,2171,PF03060,89,308,CONTINUOUS,PF03060,7.4e-33,333,pfam,domain,ipr004136
2172,2172,PF03060,25,348,CONTINUOUS,PF03060,1.2e-48,366,pfam,domain,ipr004136
2173,2173,PF03060,7,306,CONTINUOUS,PF03060,4.9e-77,315,pfam,domain,ipr004136
2174,2174,PF03060,89,298,CONTINUOUS,PF03060,3.2e-23,318,pfam,domain,ipr004136
2175,2175,PF03060,84,243,CONTINUOUS,PF03060,1.8e-25,315,pfam,domain,ipr004136
2176,2176,PF03060,16,444,CONTINUOUS,PF03060,4.3e-11,467,pfam,domain,ipr004136
2177,2177,PF03060,90,308,CONTINUOUS,PF03060,1.2e-15,322,pfam,domain,ipr004136
2178,2178,PF03060,73,308,CONTINUOUS,PF03060,3e-23,323,pfam,domain,ipr004136
2179,2179,PF03060,7,69,CONTINUOUS,PF03060,2e-10,324,pfam,domain,ipr004136
2180,2180,PF03060,4,308,CONTINUOUS,PF03060,5.3e-65,331,pfam,domain,ipr004136
2181,2181,PF03060,6,345,CONTINUOUS,PF03060,5.7e-77,358,pfam,domain,ipr004136
2182,2182,PF03060,3,309,CONTINUOUS,PF03060,1.7e-60,336,pfam,domain,ipr004136
2183,2183,PF03060,17,313,CONTINUOUS,PF03060,3.1e-26,323,pfam,domain,ipr004136
2184,2184,PF03060,8,348,CONTINUOUS,PF03060,2.9e-79,357,pfam,domain,ipr004136
2185,2185,PF03060,4,345,CONTINUOUS,PF03060,7.3e-93,362,pfam,domain,ipr004136
2186,2186,PF03060,133,336,CONTINUOUS,PF03060,8e-29,352,pfam,domain,ipr004136
2187,2187,PF03060,5,309,CONTINUOUS,PF03060,2.3e-55,330,pfam,domain,ipr004136
2188,2188,PF03060,12,350,CONTINUOUS,PF03060,3.7e-92,358,pfam,domain,ipr004136
2189,2189,PF03060,9,331,CONTINUOUS,PF03060,1.6e-58,350,pfam,domain,ipr004136
2190,2190,PF03060,5,338,CONTINUOUS,PF03060,1.1e-54,357,pfam,domain,ipr004136
2191,2191,PF03060,9,341,CONTINUOUS,PF03060,1.2e-57,359,pfam,domain,ipr004136
2192,2192,PF03060,3,73,CONTINUOUS,PF03060,1.7e-19,325,pfam,domain,ipr004136
2193,2193,PF03060,5,339,CONTINUOUS,PF03060,1.2e-46,357,pfam,domain,ipr004136
2194,2194,PF03060,64,302,CONTINUOUS,PF03060,7.6e-45,316,pfam,domain,ipr004136
2195,2195,PF03060,147,348,CONTINUOUS,PF03060,1.2e-25,365,pfam,domain,ipr004136
2196,2196,PF03060,9,330,CONTINUOUS,PF03060,7.4e-55,350,pfam,domain,ipr004136
2197,2197,PF03060,5,309,CONTINUOUS,PF03060,2.3e-54,334,pfam,domain,ipr004136
2198,2198,PF03060,147,348,CONTINUOUS,PF03060,4.1e-23,362,pfam,domain,ipr004136
2199,2199,PF03060,131,337,CONTINUOUS,PF03060,3.7e-30,352,pfam,domain,ipr004136
2200,2200,PF03060,5,311,CONTINUOUS,PF03060,1.3e-57,332,pfam,domain,ipr004136
2201,2201,PF03060,9,340,CONTINUOUS,PF03060,9.8e-58,359,pfam,domain,ipr004136
2202,2202,PF03060,7,279,CONTINUOUS,PF03060,9.9e-62,357,pfam,domain,ipr004136
2203,2203,PF03060,19,75,CONTINUOUS,PF03060,1.3e-06,365,pfam,domain,ipr004136
2204,2204,PF03060,9,330,CONTINUOUS,PF03060,3.9e-55,350,pfam,domain,ipr004136
2205,2205,PF03060,9,337,CONTINUOUS,PF03060,1.5e-51,356,pfam,domain,ipr004136
2206,2206,PF03060,9,340,CONTINUOUS,PF03060,1.7e-55,359,pfam,domain,ipr004136
2207,2207,PF03060,5,309,CONTINUOUS,PF03060,7.9e-56,330,pfam,domain,ipr004136
2208,2208,PF03060,7,328,CONTINUOUS,PF03060,2.7e-56,347,pfam,domain,ipr004136
2209,2209,PF03060,5,308,CONTINUOUS,PF03060,5.3e-54,329,pfam,domain,ipr004136
2210,2210,PF03060,6,308,CONTINUOUS,PF03060,1.6e-45,337,pfam,domain,ipr004136
2211,2211,PF03060,9,338,CONTINUOUS,PF03060,9.1e-58,358,pfam,domain,ipr004136
2212,2212,PF03060,129,336,CONTINUOUS,PF03060,1.1e-25,351,pfam,domain,ipr004136
2213,2213,PF03060,9,338,CONTINUOUS,PF03060,9.9e-59,357,pfam,domain,ipr004136
2214,2214,PF03060,12,329,CONTINUOUS,PF03060,1.2e-26,346,pfam,domain,ipr004136
2215,2215,PF03060,5,309,CONTINUOUS,PF03060,5e-56,330,pfam,domain,ipr004136
2216,2216,PF03060,9,336,CONTINUOUS,PF03060,2.2e-53,356,pfam,domain,ipr004136
2217,2217,PF03060,9,330,CONTINUOUS,PF03060,6.8e-52,350,pfam,domain,ipr004136
2218,2218,PF03060,5,291,CONTINUOUS,PF03060,2.4e-54,360,pfam,domain,ipr004136
2219,2219,PF03060,5,309,CONTINUOUS,PF03060,1e-55,330,pfam,domain,ipr004136
2220,2220,PF03060,11,332,CONTINUOUS,PF03060,1.9e-53,353,pfam,domain,ipr004136
2221,2221,PF03060,9,340,CONTINUOUS,PF03060,4e-57,359,pfam,domain,ipr004136
2222,2222,PF03060,129,337,CONTINUOUS,PF03060,8.5e-30,352,pfam,domain,ipr004136
2223,2223,PF03060,5,309,CONTINUOUS,PF03060,2.8e-52,330,pfam,domain,ipr004136
2224,2224,PF03060,9,340,CONTINUOUS,PF03060,1.7e-54,359,pfam,domain,ipr004136
2225,2225,PF03060,5,336,CONTINUOUS,PF03060,1.1e-55,357,pfam,domain,ipr004136
2226,2226,PF03060,128,328,CONTINUOUS,PF03060,4.4e-25,343,pfam,domain,ipr004136
2227,2227,PF03060,909,1236,CONTINUOUS,PF03060,1.6e-49,1256,pfam,domain,ipr004136
2228,2228,PF03060,130,337,CONTINUOUS,PF03060,1e-27,353,pfam,domain,ipr004136
2229,2229,PF03060,128,329,CONTINUOUS,PF03060,3.2e-24,344,pfam,domain,ipr004136
2230,2230,PF03060,5,240,CONTINUOUS,PF03060,3.6e-47,247,pfam,domain,ipr004136
2231,2231,PF03060,23,351,CONTINUOUS,PF03060,6e-30,369,pfam,domain,ipr004136
2232,2232,PF03060,5,276,CONTINUOUS,PF03060,5.6e-52,359,pfam,domain,ipr004136
2233,2233,PF03060,9,330,CONTINUOUS,PF03060,1.3e-53,350,pfam,domain,ipr004136
2234,2234,PF03060,128,337,CONTINUOUS,PF03060,1.2e-30,352,pfam,domain,ipr004136
2235,2235,PF03060,5,337,CONTINUOUS,PF03060,1.4e-57,357,pfam,domain,ipr004136
2236,2236,PF03060,9,339,CONTINUOUS,PF03060,1e-56,359,pfam,domain,ipr004136
2237,2237,PF03060,5,309,CONTINUOUS,PF03060,6.1e-56,330,pfam,domain,ipr004136
2238,2238,PF03060,5,310,CONTINUOUS,PF03060,1e-52,336,pfam,domain,ipr004136
2239,2239,PF03060,5,309,CONTINUOUS,PF03060,3.8e-50,347,pfam,domain,ipr004136
2240,2240,PF03060,133,337,CONTINUOUS,PF03060,9.2e-25,355,pfam,domain,ipr004136
2241,2241,PF03060,5,309,CONTINUOUS,PF03060,6.3e-54,330,pfam,domain,ipr004136
2242,2242,PF03060,5,278,CONTINUOUS,PF03060,5.4e-54,357,pfam,domain,ipr004136
2243,2243,PF03060,9,340,CONTINUOUS,PF03060,3.8e-57,359,pfam,domain,ipr004136
2244,2244,PF03060,9,340,CONTINUOUS,PF03060,7.6e-56,359,pfam,domain,ipr004136
2245,2245,PF03060,9,339,CONTINUOUS,PF03060,1.4e-57,359,pfam,domain,ipr004136
2246,2246,PF03060,9,330,CONTINUOUS,PF03060,4.7e-54,350,pfam,domain,ipr004136
2247,2247,PF03060,106,215,CONTINUOUS,PF03060,2e-22,303,pfam,domain,ipr004136
2248,2248,PF03060,5,297,CONTINUOUS,PF03060,6.4e-54,357,pfam,domain,ipr004136
2249,2249,PF03060,129,328,CONTINUOUS,PF03060,7.9e-21,344,pfam,domain,ipr004136
2250,2250,PF03060,126,335,CONTINUOUS,PF03060,3e-27,352,pfam,domain,ipr004136
2251,2251,PF03060,5,280,CONTINUOUS,PF03060,1.1e-56,357,pfam,domain,ipr004136
2252,2252,PF03060,9,340,CONTINUOUS,PF03060,5.6e-59,359,pfam,domain,ipr004136
2253,2253,PF03060,5,294,CONTINUOUS,PF03060,3.3e-55,357,pfam,domain,ipr004136
2254,2254,PF03060,9,331,CONTINUOUS,PF03060,7.4e-55,354,pfam,domain,ipr004136
2255,2255,PF03060,13,351,CONTINUOUS,PF03060,4.4e-62,358,pfam,domain,ipr004136
2256,2256,PF03060,6,309,CONTINUOUS,PF03060,8.8e-59,334,pfam,domain,ipr004136
2257,2257,PF03060,12,333,CONTINUOUS,PF03060,5.2e-54,355,pfam,domain,ipr004136
2258,2258,PF03060,35,362,CONTINUOUS,PF03060,8.2e-55,382,pfam,domain,ipr004136
2259,2259,PF03060,18,247,CONTINUOUS,PF03060,6.9e-30,365,pfam,domain,ipr004136
2260,2260,PF03060,123,338,CONTINUOUS,PF03060,3.2e-29,354,pfam,domain,ipr004136
2261,2261,PF03060,5,309,CONTINUOUS,PF03060,7.9e-53,330,pfam,domain,ipr004136
2262,2262,PF03060,139,245,CONTINUOUS,PF03060,3.3e-20,356,pfam,domain,ipr004136
2263,2263,PF03060,9,341,CONTINUOUS,PF03060,9.8e-56,359,pfam,domain,ipr004136
2264,2264,PF03060,5,335,CONTINUOUS,PF03060,4.9e-55,357,pfam,domain,ipr004136
2265,2265,PF03060,5,309,CONTINUOUS,PF03060,1.1e-53,330,pfam,domain,ipr004136
2266,2266,PF03060,124,336,CONTINUOUS,PF03060,4.2e-27,353,pfam,domain,ipr004136
2267,2267,PF03060,129,329,CONTINUOUS,PF03060,1.5e-25,344,pfam,domain,ipr004136
2268,2268,PF03060,18,347,CONTINUOUS,PF03060,4.3e-31,365,pfam,domain,ipr004136
2269,2269,PF03060,46,373,CONTINUOUS,PF03060,4.2e-54,393,pfam,domain,ipr004136
